opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,close_value,sector,revenue,employees,office_location,manager,regional_office,close_value_capped,revenue_capped,is_won,sales_cycle_days,close_year_quarter,is_closed
902REDPA,Daniell Hammack,GTX Pro,Xx-zobam,Lost,2023-11-07,2024-03-09,0.0,entertainment,3838.39,8274.0,United States,Rocco Neubert,East,0.0,3838.39,0,123.0,2024Q1,1
5J9CMGDV,Elease Gluck,MG Special,Rantouch,Won,2023-11-07,2024-03-08,46.0,telecommunications,1188.42,3015.0,United States,Celia Rouche,West,46.0,1188.42,1,122.0,2024Q1,1
JJXRR8R6,James Ascencio,GTX Plus Pro,Fasehatice,Lost,2023-11-07,2024-03-17,0.0,retail,4968.91,7523.0,United States,Summer Sewald,West,0.0,4968.91,0,131.0,2024Q1,1
WF4HA5NW,Moses Frase,MG Special,Ron-tech,Won,2023-11-07,2024-03-18,50.0,medical,3922.42,6837.0,United States,Dustin Brinkmann,Central,50.0,3922.42,1,132.0,2024Q1,1
C5K2JP1H,Violet Mclelland,GTX Plus Basic,Vehement Capital Partners,Won,2023-11-07,2024-03-11,1014.0,finance,646.1,883.0,United States,Cara Losch,East,1014.0,646.1,1,125.0,2024Q1,1
ADRB8OMB,Darcel Schlecht,GTX Basic,Warephase,Won,2023-11-08,2024-03-26,561.0,services,2041.73,5276.0,United States,Melvin Marxen,Central,561.0,2041.73,1,139.0,2024Q1,1
SBCR987L,Kami Bicknell,GTX Basic,Zoomit,Won,2023-11-10,2024-03-23,590.0,entertainment,324.19,978.0,United States,Summer Sewald,West,590.0,324.19,1,134.0,2024Q1,1
UP409DSB,Maureen Marcano,MG Advanced,Ganjaflex,Engaging,2023-11-10,,,retail,5158.71,17479.0,Japan,Summer Sewald,West,,5158.71,0,,,0
JSD4APT2,Versie Hillebrand,MG Special,Bioholding,Won,2023-11-10,2024-03-12,61.0,medical,587.34,1356.0,Philipines,Dustin Brinkmann,Central,61.0,587.34,1,123.0,2024Q1,1
AO9Z2D17,Violet Mclelland,GTX Plus Pro,Xx-zobam,Lost,2023-11-10,2024-03-11,0.0,entertainment,3838.39,8274.0,United States,Cara Losch,East,0.0,3838.39,0,122.0,2024Q1,1
5M58DTJK,Elease Gluck,MG Special,Cheers,Won,2023-11-11,2024-03-05,58.0,entertainment,4269.9,6472.0,United States,Celia Rouche,West,58.0,4269.9,1,115.0,2024Q1,1
KNY1OSAB,Maureen Marcano,GTX Pro,Labdrill,Won,2023-11-11,2024-03-14,4899.0,medical,2741.37,9226.0,United States,Summer Sewald,West,4899.0,2741.37,1,124.0,2024Q1,1
EAZDUUM9,Rosie Papadopoulos,MG Advanced,Zotware,Lost,2023-11-11,2024-03-01,0.0,software,4478.47,13809.0,United States,Cara Losch,East,0.0,4478.47,0,111.0,2024Q1,1
2STUSOFE,Versie Hillebrand,MG Special,dambase,Won,2023-11-11,2024-03-03,67.0,marketing,2173.98,2928.0,United States,Dustin Brinkmann,Central,67.0,2173.98,1,113.0,2024Q1,1
JYKM0B00,James Ascencio,GTX Pro,Xx-holding,Won,2023-11-12,2024-03-06,4338.0,finance,7537.24,20293.0,United States,Summer Sewald,West,4338.0,7537.24,1,115.0,2024Q1,1
KU28360J,Kary Hendrixson,GTX Basic,Fasehatice,Won,2023-11-12,2024-03-19,578.0,retail,4968.91,7523.0,United States,Summer Sewald,West,578.0,4968.91,1,128.0,2024Q1,1
N4SD17JR,Reed Clapper,GTX Basic,Acme Corporation,Won,2023-11-12,2024-03-01,556.0,technology,1100.04,2822.0,United States,Rocco Neubert,East,556.0,1100.04,1,110.0,2024Q1,1
E67P9Y3Q,Rosalina Dieter,GTX Basic,Green-Plus,Won,2023-11-12,2024-03-03,635.0,services,692.19,1922.0,United States,Celia Rouche,West,635.0,692.19,1,112.0,2024Q1,1
AT3MMVIS,Wilburn Farren,MG Advanced,The New York Inquirer,Won,2023-11-12,2024-03-07,3045.0,medical,439.21,792.0,United States,Cara Losch,East,3045.0,439.21,1,116.0,2024Q1,1
REJ11LRY,Garret Kinder,GTX Plus Basic,Mathtouch,Won,2023-11-13,2024-03-14,1233.0,marketing,3027.46,9516.0,Jordan,Cara Losch,East,1233.0,3027.46,1,122.0,2024Q1,1
ERV0CAZ7,Versie Hillebrand,MG Special,Zumgoity,Won,2023-11-13,2024-03-09,60.0,medical,441.08,1210.0,United States,Dustin Brinkmann,Central,60.0,441.08,1,117.0,2024Q1,1
8SOQADK7,Anna Snelling,MG Special,Gogozoom,Lost,2023-11-14,2024-03-30,0.0,telecommunications,86.68,187.0,United States,Dustin Brinkmann,Central,0.0,86.68,0,137.0,2024Q1,1
TCHFT25B,Darcel Schlecht,GTX Basic,Stanredtax,Lost,2023-11-14,2024-03-08,0.0,finance,1698.2,3798.0,United States,Melvin Marxen,Central,0.0,1698.2,0,115.0,2024Q1,1
CZVN09WN,Darcel Schlecht,GTX Plus Basic,Konmatfix,Won,2023-11-14,2024-03-20,1170.0,marketing,375.43,1190.0,United States,Melvin Marxen,Central,1170.0,375.43,1,127.0,2024Q1,1
EG7OFLFR,Kami Bicknell,GTX Basic,Unassigned Account,Engaging,2023-11-14,,,Unassigned Sector,1698.2,3492.0,Unknown Location,Summer Sewald,West,,1698.2,0,,,0
30UQWUKB,Marty Freudenburg,GTX Plus Basic,Genco Pura Olive Oil Company,Won,2023-11-15,2024-03-20,1162.0,retail,894.33,1635.0,Italy,Melvin Marxen,Central,1162.0,894.33,1,126.0,2024Q1,1
OLVI7L8M,Cassey Cress,GTX Pro,Unassigned Account,Engaging,2023-11-16,,,Unassigned Sector,1698.2,3492.0,Unknown Location,Rocco Neubert,East,,1698.2,0,,,0
97UN20YY,Darcel Schlecht,MG Advanced,Conecom,Won,2023-11-16,2024-03-14,3725.0,technology,1520.66,1806.0,United States,Melvin Marxen,Central,3725.0,1520.66,1,119.0,2024Q1,1
JXLERZ9O,Kary Hendrixson,GTX Basic,Golddex,Won,2023-11-16,2024-03-31,559.0,finance,52.5,165.0,United States,Summer Sewald,West,559.0,52.5,1,136.0,2024Q1,1
6ROE69W5,Rosalina Dieter,GTX Basic,Plexzap,Lost,2023-11-16,2024-03-11,0.0,retail,2437.85,4874.0,United States,Celia Rouche,West,0.0,2437.85,0,116.0,2024Q1,1
0DFXFKT7,Darcel Schlecht,GTX Plus Basic,Rundofase,Lost,2023-11-17,2024-03-21,0.0,technology,1008.06,1238.0,United States,Melvin Marxen,Central,0.0,1008.06,0,125.0,2024Q1,1
XKMZVSN4,James Ascencio,GTX Plus Pro,Sonron,Won,2023-11-17,2024-03-05,4667.0,telecommunications,1699.85,5108.0,United States,Summer Sewald,West,4667.0,1699.85,1,109.0,2024Q1,1
IU8V0BZK,Marty Freudenburg,GTX Plus Basic,Finhigh,Won,2023-11-17,2024-03-17,903.0,finance,1102.43,1759.0,United States,Melvin Marxen,Central,903.0,1102.43,1,121.0,2024Q1,1
XY42936P,Maureen Marcano,GTX Plus Basic,Finjob,Won,2023-11-17,2024-03-13,1180.0,employment,2059.9,3644.0,United States,Summer Sewald,West,1180.0,2059.9,1,117.0,2024Q1,1
XRN54MBM,Niesha Huffines,GTX Basic,Ron-tech,Won,2023-11-17,2024-03-05,487.0,medical,3922.42,6837.0,United States,Melvin Marxen,Central,487.0,3922.42,1,109.0,2024Q1,1
2V848WZD,Lajuana Vencill,MG Advanced,Stanredtax,Won,2023-11-18,2024-03-04,3180.0,finance,1698.2,3798.0,United States,Dustin Brinkmann,Central,3180.0,1698.2,1,107.0,2024Q1,1
ONYNTUCG,Darcel Schlecht,GTX Pro,Funholding,Lost,2023-11-19,2024-03-17,0.0,finance,2819.5,7227.0,United States,Melvin Marxen,Central,0.0,2819.5,0,119.0,2024Q1,1
HIOHX80Y,Darcel Schlecht,MG Advanced,Gogozoom,Won,2023-11-19,2024-03-18,3563.0,telecommunications,86.68,187.0,United States,Melvin Marxen,Central,3563.0,86.68,1,120.0,2024Q1,1
F5U1ACDD,Kami Bicknell,GTX Plus Basic,Unassigned Account,Engaging,2023-11-19,,,Unassigned Sector,1698.2,3492.0,Unknown Location,Summer Sewald,West,,1698.2,0,,,0
LPKT07PV,Boris Faz,GTX Pro,Opentech,Won,2023-11-20,2024-03-23,4704.0,finance,355.23,853.0,United States,Rocco Neubert,East,4704.0,355.23,1,124.0,2024Q1,1
WPB2SLIG,Donn Cantrell,GTX Plus Pro,Silis,Won,2023-11-20,2024-03-14,5585.0,medical,2818.38,6290.0,United States,Rocco Neubert,East,5585.0,2818.38,1,115.0,2024Q1,1
XUSUEAV7,Elease Gluck,GTK 500,Zoomit,Won,2023-11-20,2024-03-09,25897.0,entertainment,324.19,978.0,United States,Celia Rouche,West,6203.799999999996,324.19,1,110.0,2024Q1,1
ZZY4516R,Hayden Neloms,MG Advanced,Unassigned Account,Engaging,2023-11-20,,,Unassigned Sector,1698.2,3492.0,Unknown Location,Celia Rouche,West,,1698.2,0,,,0
3TYPII47,Kami Bicknell,GTX Plus Basic,Goodsilron,Won,2023-11-20,2024-03-03,1207.0,marketing,2952.73,5107.0,United States,Summer Sewald,West,1207.0,2952.73,1,104.0,2024Q1,1
7WAX8Z8O,Lajuana Vencill,MG Advanced,Cancity,Lost,2023-11-20,2024-03-08,0.0,retail,718.62,2448.0,United States,Dustin Brinkmann,Central,0.0,718.62,0,109.0,2024Q1,1
MYDUMR3R,Lajuana Vencill,GTX Basic,Rangreen,Won,2023-11-20,2024-03-04,559.0,technology,2938.67,8775.0,Panama,Dustin Brinkmann,Central,559.0,2938.67,1,105.0,2024Q1,1
0DRC1U9Q,Maureen Marcano,GTX Basic,Green-Plus,Engaging,2023-11-20,,,services,692.19,1922.0,United States,Summer Sewald,West,,692.19,0,,,0
37JFKD4I,Niesha Huffines,GTX Plus Basic,dambase,Won,2023-11-20,2024-03-09,1033.0,marketing,2173.98,2928.0,United States,Melvin Marxen,Central,1033.0,2173.98,1,110.0,2024Q1,1
25YKPHX8,Donn Cantrell,GTX Basic,Kan-code,Won,2023-11-21,2024-03-21,462.0,software,11698.03,34288.0,United States,Rocco Neubert,East,462.0,11698.03,1,121.0,2024Q1,1
BXXMA7F3,Hayden Neloms,MG Advanced,Nam-zim,Lost,2023-11-21,2024-03-01,0.0,services,405.59,1179.0,Brazil,Celia Rouche,West,0.0,405.59,0,101.0,2024Q1,1
GIUUTBXM,Kary Hendrixson,GTX Pro,Y-corporation,Won,2023-11-21,2024-03-14,5539.0,employment,2871.35,9561.0,United States,Summer Sewald,West,5539.0,2871.35,1,114.0,2024Q1,1
MFX2LR1Q,Lajuana Vencill,MG Advanced,Ron-tech,Won,2023-11-21,2024-03-15,3573.0,medical,3922.42,6837.0,United States,Dustin Brinkmann,Central,3573.0,3922.42,1,115.0,2024Q1,1
DUHE9FLY,Marty Freudenburg,GTX Pro,Conecom,Won,2023-11-21,2024-03-01,4926.0,technology,1520.66,1806.0,United States,Melvin Marxen,Central,4926.0,1520.66,1,101.0,2024Q1,1
96BSG7R1,Zane Levy,GTX Plus Basic,Sunnamplex,Lost,2023-11-21,2024-03-17,0.0,marketing,894.37,1593.0,Poland,Summer Sewald,West,0.0,894.37,0,117.0,2024Q1,1
7FQMSWIX,Corliss Cosme,MG Special,Bioplex,Won,2023-11-22,2024-03-04,62.0,medical,326.82,1016.0,United States,Cara Losch,East,62.0,326.82,1,103.0,2024Q1,1
C20AVXN7,Darcel Schlecht,GTX Pro,Gogozoom,Won,2023-11-22,2024-03-14,4359.0,telecommunications,86.68,187.0,United States,Melvin Marxen,Central,4359.0,86.68,1,113.0,2024Q1,1
GS1QVWCR,Kami Bicknell,GTX Basic,Plusstrip,Won,2023-11-22,2024-03-31,566.0,entertainment,349.81,315.0,United States,Summer Sewald,West,566.0,349.81,1,130.0,2024Q1,1
ZWH8FXY3,Marty Freudenburg,GTX Basic,Toughzap,Won,2023-11-22,2024-03-03,508.0,retail,332.43,799.0,United States,Melvin Marxen,Central,508.0,332.43,1,102.0,2024Q1,1
2U94Y3Q9,Rosie Papadopoulos,MG Advanced,Vehement Capital Partners,Lost,2023-11-22,2024-03-20,0.0,finance,646.1,883.0,United States,Cara Losch,East,0.0,646.1,0,119.0,2024Q1,1
AAR79NOO,Versie Hillebrand,MG Special,Codehow,Won,2023-11-22,2024-03-11,51.0,software,2714.9,2641.0,United States,Dustin Brinkmann,Central,51.0,2714.9,1,110.0,2024Q1,1
B6B0PNR2,Vicki Laflamme,GTX Pro,Dalttechnology,Won,2023-11-22,2024-03-05,4899.0,software,98.79,96.0,United States,Celia Rouche,West,4899.0,98.79,1,104.0,2024Q1,1
M7I5O9YU,Corliss Cosme,GTX Basic,Cheers,Engaging,2023-11-23,,,entertainment,4269.9,6472.0,United States,Cara Losch,East,,4269.9,0,,,0
LXZA2OSZ,Corliss Cosme,GTX Plus Pro,Ontomedia,Won,2023-11-23,2024-03-03,5790.0,employment,882.12,2769.0,United States,Cara Losch,East,5790.0,882.12,1,101.0,2024Q1,1
N0ONCYVZ,Donn Cantrell,MG Special,Kinnamplus,Lost,2023-11-23,2024-03-30,0.0,retail,702.72,1831.0,United States,Rocco Neubert,East,0.0,702.72,0,128.0,2024Q1,1
GYB4W2AU,Elease Gluck,MG Advanced,Unassigned Account,Engaging,2023-11-23,,,Unassigned Sector,1698.2,3492.0,Unknown Location,Celia Rouche,West,,1698.2,0,,,0
513DPFX5,Gladys Colclough,GTX Pro,Codehow,Won,2023-11-23,2024-03-03,4438.0,software,2714.9,2641.0,United States,Melvin Marxen,Central,4438.0,2714.9,1,101.0,2024Q1,1
RU023K5W,Gladys Colclough,MG Advanced,Finhigh,Won,2023-11-23,2024-03-17,2972.0,finance,1102.43,1759.0,United States,Melvin Marxen,Central,2972.0,1102.43,1,115.0,2024Q1,1
VDIU10RV,Markita Hansen,MG Special,Lexiqvolax,Engaging,2023-11-23,,,medical,1618.89,3889.0,United States,Celia Rouche,West,,1618.89,0,,,0
BZCBQ514,Markita Hansen,GTX Basic,Y-corporation,Won,2023-11-23,2024-03-01,523.0,employment,2871.35,9561.0,United States,Celia Rouche,West,523.0,2871.35,1,99.0,2024Q1,1
HEE6P0QH,Anna Snelling,MG Advanced,Statholdings,Won,2023-11-24,2024-03-25,3647.0,employment,291.27,586.0,United States,Dustin Brinkmann,Central,3647.0,291.27,1,122.0,2024Q1,1
L8CHRJ2B,Cassey Cress,MG Advanced,Umbrella Corporation,Won,2023-11-24,2024-03-01,4200.0,finance,2022.14,5113.0,United States,Rocco Neubert,East,4200.0,2022.14,1,98.0,2024Q1,1
579LZ3F9,Daniell Hammack,GTX Plus Basic,J-Texon,Engaging,2023-11-24,,,retail,1388.67,3583.0,United States,Rocco Neubert,East,,1388.67,0,,,0
SU8JNMP4,Kami Bicknell,GTX Plus Basic,Bubba Gump,Engaging,2023-11-24,,,software,987.39,2253.0,United States,Summer Sewald,West,,987.39,0,,,0
V2X2KMUR,Kami Bicknell,GTX Plus Basic,Faxquote,Won,2023-11-24,2024-03-28,1059.0,telecommunications,1825.82,5595.0,United States,Summer Sewald,West,1059.0,1825.82,1,125.0,2024Q1,1
AJIPJP75,Marty Freudenburg,GTX Plus Basic,Codehow,Lost,2023-11-24,2024-03-05,0.0,software,2714.9,2641.0,United States,Melvin Marxen,Central,0.0,2714.9,0,102.0,2024Q1,1
NYVA2G6U,Versie Hillebrand,MG Special,Dontechi,Won,2023-11-24,2024-03-02,57.0,software,4618.0,10083.0,United States,Dustin Brinkmann,Central,57.0,4618.0,1,99.0,2024Q1,1
FF45BXTL,Vicki Laflamme,MG Advanced,Konex,Won,2023-11-24,2024-03-27,3671.0,technology,7708.38,13756.0,United States,Celia Rouche,West,3671.0,7708.38,1,124.0,2024Q1,1
TTA9LYBS,Anna Snelling,MG Special,Treequote,Won,2023-11-25,2024-03-01,58.0,telecommunications,5266.09,8595.0,United States,Dustin Brinkmann,Central,58.0,5266.09,1,97.0,2024Q1,1
PAGZQH8L,Cecily Lampkin,MG Advanced,Treequote,Won,2023-11-25,2024-03-06,3956.0,telecommunications,5266.09,8595.0,United States,Dustin Brinkmann,Central,3956.0,5266.09,1,102.0,2024Q1,1
J7YF6DS7,Corliss Cosme,GTX Plus Pro,Betasoloin,Won,2023-11-25,2024-03-01,5964.0,medical,251.41,495.0,United States,Cara Losch,East,5964.0,251.41,1,97.0,2024Q1,1
S5IXY4Z9,Corliss Cosme,GTX Pro,Betasoloin,Won,2023-11-25,2024-03-06,4570.0,medical,251.41,495.0,United States,Cara Losch,East,4570.0,251.41,1,102.0,2024Q1,1
JQBJMETQ,Darcel Schlecht,MG Special,Domzoom,Won,2023-11-25,2024-03-27,49.0,entertainment,217.87,551.0,United States,Melvin Marxen,Central,49.0,217.87,1,123.0,2024Q1,1
0LVWSWEW,Violet Mclelland,MG Special,Donquadtech,Won,2023-11-25,2024-03-06,65.0,technology,1712.68,3194.0,United States,Cara Losch,East,65.0,1712.68,1,102.0,2024Q1,1
K53BC1T9,Anna Snelling,MG Special,Domzoom,Lost,2023-11-26,2024-03-27,0.0,entertainment,217.87,551.0,United States,Dustin Brinkmann,Central,0.0,217.87,0,122.0,2024Q1,1
D40N5I9Y,Darcel Schlecht,GTX Pro,Finhigh,Won,2023-11-26,2024-03-08,4739.0,finance,1102.43,1759.0,United States,Melvin Marxen,Central,4739.0,1102.43,1,103.0,2024Q1,1
051QTX8Z,Niesha Huffines,GTX Plus Basic,Globex Corporation,Won,2023-11-26,2024-03-21,1080.0,technology,1223.72,2497.0,Norway,Melvin Marxen,Central,1080.0,1223.72,1,116.0,2024Q1,1
5D2XH04S,Reed Clapper,MG Special,Plussunin,Won,2023-11-26,2024-03-12,57.0,retail,1419.98,4018.0,United States,Rocco Neubert,East,57.0,1419.98,1,107.0,2024Q1,1
V9E582SK,Garret Kinder,GTX Basic,Konex,Won,2023-11-27,2024-03-16,469.0,technology,7708.38,13756.0,United States,Cara Losch,East,469.0,7708.38,1,110.0,2024Q1,1
UK0LEZRJ,Kary Hendrixson,GTX Basic,Condax,Won,2023-11-27,2024-03-03,532.0,medical,4.54,9.0,United States,Summer Sewald,West,532.0,4.54,1,97.0,2024Q1,1
PFFHM7HR,Markita Hansen,MG Advanced,Opentech,Engaging,2023-11-27,,,finance,355.23,853.0,United States,Celia Rouche,West,,355.23,0,,,0
IT10CFQH,Rosalina Dieter,GTX Basic,Konex,Won,2023-11-27,2024-03-26,538.0,technology,7708.38,13756.0,United States,Celia Rouche,West,538.0,7708.38,1,120.0,2024Q1,1
8VKD2CCH,Rosie Papadopoulos,GTX Pro,Massive Dynamic,Won,2023-11-27,2024-03-21,4829.0,entertainment,665.06,1095.0,United States,Cara Losch,East,4829.0,665.06,1,115.0,2024Q1,1
2XQAKBXH,Zane Levy,GTX Plus Pro,Doncon,Won,2023-11-27,2024-03-11,5370.0,technology,587.72,1501.0,United States,Summer Sewald,West,5370.0,587.72,1,105.0,2024Q1,1
7G7YLGJO,Zane Levy,GTX Plus Pro,Hatfan,Won,2023-11-27,2024-03-21,6499.0,services,792.46,1299.0,United States,Summer Sewald,West,6203.799999999996,792.46,1,115.0,2024Q1,1
GCA97W27,Darcel Schlecht,GTX Plus Basic,Genco Pura Olive Oil Company,Won,2023-11-28,2024-03-06,1161.0,retail,894.33,1635.0,Italy,Melvin Marxen,Central,1161.0,894.33,1,99.0,2024Q1,1
K8FUZHOG,Kary Hendrixson,GTX Basic,Scotfind,Won,2023-11-28,2024-03-26,576.0,software,6354.87,16780.0,United States,Summer Sewald,West,576.0,6354.87,1,119.0,2024Q1,1
5WJZMULK,Maureen Marcano,GTX Plus Basic,Hatfan,Won,2023-11-28,2024-03-19,979.0,services,792.46,1299.0,United States,Summer Sewald,West,979.0,792.46,1,112.0,2024Q1,1
ZPYD4T9W,Versie Hillebrand,MG Special,Stanredtax,Won,2023-11-28,2024-03-07,43.0,finance,1698.2,3798.0,United States,Dustin Brinkmann,Central,43.0,1698.2,1,100.0,2024Q1,1
KE9ZEDS8,Gladys Colclough,MG Special,Scottech,Won,2023-11-29,2024-03-07,57.0,marketing,45.39,100.0,United States,Melvin Marxen,Central,57.0,45.39,1,99.0,2024Q1,1
7KK0HQ4C,Lajuana Vencill,MG Special,Ron-tech,Lost,2023-11-29,2024-03-28,0.0,medical,3922.42,6837.0,United States,Dustin Brinkmann,Central,0.0,3922.42,0,120.0,2024Q1,1
FP7014Z0,Lajuana Vencill,GTX Plus Basic,Funholding,Won,2023-11-29,2024-03-12,948.0,finance,2819.5,7227.0,United States,Dustin Brinkmann,Central,948.0,2819.5,1,104.0,2024Q1,1
N4HFHDMW,Wilburn Farren,MG Advanced,Plussunin,Won,2023-11-29,2024-03-10,3012.0,retail,1419.98,4018.0,United States,Cara Losch,East,3012.0,1419.98,1,102.0,2024Q1,1
2HFLKREC,Cassey Cress,MG Advanced,Zotware,Won,2023-11-30,2024-03-15,3665.0,software,4478.47,13809.0,United States,Rocco Neubert,East,3665.0,4478.47,1,106.0,2024Q1,1
7JVTTVCO,Violet Mclelland,GTX Basic,Gekko & Co,Won,2023-11-30,2024-03-24,564.0,retail,2520.83,3502.0,United States,Cara Losch,East,564.0,2520.83,1,115.0,2024Q1,1
3X13866U,Anna Snelling,GTX Plus Basic,dambase,Lost,2023-12-01,2024-03-06,0.0,marketing,2173.98,2928.0,United States,Dustin Brinkmann,Central,0.0,2173.98,0,96.0,2024Q1,1
7LE19SYE,Cassey Cress,MG Advanced,Initech,Won,2023-12-01,2024-03-22,3463.0,telecommunications,6395.05,20275.0,United States,Rocco Neubert,East,3463.0,6395.05,1,112.0,2024Q1,1
J5V2M7Y1,Corliss Cosme,GTX Basic,Gekko & Co,Won,2023-12-01,2024-03-26,513.0,retail,2520.83,3502.0,United States,Cara Losch,East,513.0,2520.83,1,116.0,2024Q1,1
41MURAI5,Corliss Cosme,GTX Basic,Konex,Won,2023-12-01,2024-03-28,590.0,technology,7708.38,13756.0,United States,Cara Losch,East,590.0,7708.38,1,118.0,2024Q1,1
QHI8WRIA,Darcel Schlecht,GTX Pro,Dontechi,Won,2023-12-01,2024-03-30,4511.0,software,4618.0,10083.0,United States,Melvin Marxen,Central,4511.0,4618.0,1,120.0,2024Q1,1
AJXAXV4W,Lajuana Vencill,MG Advanced,Finhigh,Lost,2023-12-01,2024-03-02,0.0,finance,1102.43,1759.0,United States,Dustin Brinkmann,Central,0.0,1102.43,0,92.0,2024Q1,1
VPDXX5PJ,Niesha Huffines,GTX Basic,Cancity,Won,2023-12-01,2024-03-26,546.0,retail,718.62,2448.0,United States,Melvin Marxen,Central,546.0,718.62,1,116.0,2024Q1,1
PZB9NUK8,Vicki Laflamme,MG Special,Y-corporation,Won,2023-12-01,2024-03-05,46.0,employment,2871.35,9561.0,United States,Celia Rouche,West,46.0,2871.35,1,95.0,2024Q1,1
A0ANOYPF,Darcel Schlecht,GTX Pro,Ron-tech,Won,2023-12-02,2024-03-09,4891.0,medical,3922.42,6837.0,United States,Melvin Marxen,Central,4891.0,3922.42,1,98.0,2024Q1,1
0P4AAPYX,Hayden Neloms,GTX Plus Basic,Golddex,Won,2023-12-02,2024-03-03,1040.0,finance,52.5,165.0,United States,Celia Rouche,West,1040.0,52.5,1,92.0,2024Q1,1
O6T5WC3W,Hayden Neloms,GTX Plus Basic,Sonron,Won,2023-12-02,2024-03-04,1108.0,telecommunications,1699.85,5108.0,United States,Celia Rouche,West,1108.0,1699.85,1,93.0,2024Q1,1
0NO04P6C,Hayden Neloms,MG Special,Nam-zim,Won,2023-12-02,2024-03-04,59.0,services,405.59,1179.0,Brazil,Celia Rouche,West,59.0,405.59,1,93.0,2024Q1,1
22OFSXBT,Jonathan Berthelot,GTX Pro,Statholdings,Won,2023-12-02,2024-03-30,5406.0,employment,291.27,586.0,United States,Melvin Marxen,Central,5406.0,291.27,1,119.0,2024Q1,1
